loss,brier_score,accuracy,val_loss,val_brier_score,val_accuracy,lr
0.16838295757770538,0.22187162935733795,0.5932174921035767,0.805797815322876,0.3041650056838989,0.3081113398075104,0.001
0.16682547330856323,0.22341510653495789,0.5781081318855286,0.8176250457763672,0.3101624548435211,0.28018778562545776,0.001
0.16620904207229614,0.2223786860704422,0.5811774134635925,0.8179553151130676,0.3098404109477997,0.29328224062919617,0.001
0.16569717228412628,0.22216536104679108,0.5799729824066162,0.7877402901649475,0.292928546667099,0.33835262060165405,0.001
0.16540713608264923,0.22144702076911926,0.5824538469314575,0.8204218149185181,0.30834606289863586,0.30434685945510864,0.001
0.16519047319889069,0.2208479642868042,0.5848372578620911,0.824314534664154,0.31180301308631897,0.3000878393650055,0.001
0.16441190242767334,0.2207513004541397,0.5862385630607605,0.7989971041679382,0.29972192645072937,0.3174782395362854,0.001
0.16375049948692322,0.22049479186534882,0.5843356251716614,0.8221570253372192,0.31048887968063354,0.305778831243515,0.001
0.163760244846344,0.21989189088344574,0.5894115567207336,0.7784438729286194,0.28884974122047424,0.35141757130622864,0.001
0.1631176620721817,0.21958334743976593,0.5870323777198792,0.8175419569015503,0.30928701162338257,0.30071523785591125,0.001
0.16253633797168732,0.21888674795627594,0.5869709849357605,0.7987499237060547,0.2987211346626282,0.31392043828964233,0.001
0.16267120838165283,0.21926748752593994,0.5880822539329529,0.7711426019668579,0.2854127287864685,0.3609763979911804,0.001
0.1616646945476532,0.21801668405532837,0.5925655364990234,0.7914701104164124,0.2958955466747284,0.3427519202232361,0.001
0.161285862326622,0.21777616441249847,0.5914923548698425,0.7747771143913269,0.28712570667266846,0.34888577461242676,0.001
0.16125795245170593,0.21773873269557953,0.5907049179077148,0.7680062651634216,0.28225791454315186,0.3678336441516876,0.001
0.16124960780143738,0.21720001101493835,0.5944854617118835,0.7737330198287964,0.28010618686676025,0.3780420422554016,0.001
0.16064506769180298,0.2172001302242279,0.5926353931427002,0.7600327134132385,0.2803197503089905,0.363737016916275,0.001
0.16042101383209229,0.21679295599460602,0.5931582450866699,0.7675396203994751,0.283674418926239,0.3633531928062439,0.001
0.15978823602199554,0.21612869203090668,0.5977494716644287,0.7454745769500732,0.2726137936115265,0.3760564625263214,0.001
0.15917730331420898,0.2160947173833847,0.595507800579071,0.7425980567932129,0.2692736089229584,0.3967241644859314,0.001
0.1594330221414566,0.21521306037902832,0.6016273498535156,0.7453951239585876,0.2715666890144348,0.4015146493911743,0.001
0.15894043445587158,0.2149709016084671,0.6007954478263855,0.748784065246582,0.27554890513420105,0.38097241520881653,0.001
0.1586620807647705,0.21487900614738464,0.6026962995529175,0.7531912326812744,0.276040643453598,0.381769597530365,0.001
0.15850049257278442,0.21456126868724823,0.6030434370040894,0.7268975973129272,0.2638881206512451,0.4062682092189789,0.001
0.15790626406669617,0.2140410840511322,0.6024423241615295,0.7350316643714905,0.2664125859737396,0.4016917943954468,0.001
0.15836848318576813,0.2143210768699646,0.6018242239952087,0.7176883220672607,0.2601458430290222,0.4201967716217041,0.001
0.1571982204914093,0.2137763500213623,0.6048532724380493,0.699459433555603,0.2508276402950287,0.43604448437690735,0.001
0.15702484548091888,0.21356099843978882,0.6053020358085632,0.7230794429779053,0.26371297240257263,0.4007912874221802,0.001
0.15677803754806519,0.21315017342567444,0.6067350506782532,0.7257294654846191,0.26505038142204285,0.39645105600357056,0.001
0.15673480927944183,0.21289391815662384,0.6087057590484619,0.705318033695221,0.25163018703460693,0.44091618061065674,0.001
0.1559607833623886,0.21206365525722504,0.609899640083313,0.7224347591400146,0.26068106293678284,0.41744354367256165,0.001
0.15569555759429932,0.21219408512115479,0.6095630526542664,0.7145448327064514,0.25839096307754517,0.41810786724090576,0.001
0.15565814077854156,0.21169190108776093,0.6117771863937378,0.689469575881958,0.24442920088768005,0.4579079747200012,0.001
0.1547042578458786,0.2111402451992035,0.6134451627731323,0.6916407346725464,0.2434956282377243,0.4598049819469452,0.001
0.15540814399719238,0.21110178530216217,0.6126006245613098,0.6953035593032837,0.2443605661392212,0.4676660895347595,0.001
0.15508708357810974,0.21137942373752594,0.6127064228057861,0.7028086185455322,0.24845927953720093,0.45333895087242126,0.001
0.1550460159778595,0.21112672984600067,0.6120820045471191,0.7223623394966125,0.25921934843063354,0.42811694741249084,0.001
0.15454666316509247,0.21038863062858582,0.6150941252708435,0.6932718753814697,0.2480679154396057,0.4496261477470398,0.001
0.15480157732963562,0.21096038818359375,0.613959550857544,0.7076342105865479,0.24547134339809418,0.4658724367618561,0.001
0.15365242958068848,0.2097521424293518,0.6167219281196594,0.6877619624137878,0.24094823002815247,0.4761693775653839,0.001
0.1539701372385025,0.2099168747663498,0.6167896389961243,0.680085301399231,0.23825642466545105,0.48666563630104065,0.001
0.15342190861701965,0.2096874713897705,0.6165314316749573,0.6992905139923096,0.24987834692001343,0.45636528730392456,0.001
0.1537685990333557,0.21024948358535767,0.612875759601593,0.7114277482032776,0.25123801827430725,0.4557083547115326,0.001
0.15323340892791748,0.20909902453422546,0.6163726449012756,0.6720123887062073,0.2323896437883377,0.5026535987854004,0.001
0.15318593382835388,0.20951932668685913,0.616493284702301,0.7035071849822998,0.24648994207382202,0.4619308114051819,0.001
0.15293268859386444,0.20922507345676422,0.6161313652992249,0.7003540396690369,0.24457111954689026,0.4757634103298187,0.001
0.15258857607841492,0.20888642966747284,0.6191667914390564,0.7057612538337708,0.2509574890136719,0.4553983211517334,0.001
0.1523742824792862,0.208138570189476,0.6190333962440491,0.6807864904403687,0.23199065029621124,0.5064845085144043,0.001
0.15252704918384552,0.2090120017528534,0.6157630085945129,0.6911600828170776,0.2433592826128006,0.46567314863204956,0.001
0.15176908671855927,0.20798206329345703,0.6184089779853821,0.6755495667457581,0.23407837748527527,0.4951172471046448,0.001
0.1521284133195877,0.20789805054664612,0.6174564361572266,0.6739625930786133,0.2370602935552597,0.48221468925476074,0.001
0.15132667124271393,0.2077103555202484,0.6179623007774353,0.6821811199188232,0.23797063529491425,0.4848572015762329,0.001
0.1511814445257187,0.20798534154891968,0.6159683465957642,0.6971609592437744,0.2388824075460434,0.495449423789978,0.001
0.15133827924728394,0.20754346251487732,0.6190524697303772,0.6615897417068481,0.22627145051956177,0.5058275461196899,0.001
0.15134447813034058,0.20763207972049713,0.6186798810958862,0.6745623350143433,0.2325482815504074,0.499398410320282,0.001
0.15083664655685425,0.20751774311065674,0.6190122365951538,0.6839120388031006,0.23511266708374023,0.4944455623626709,0.001
0.1508409082889557,0.20709148049354553,0.6183835864067078,0.6635636687278748,0.22455093264579773,0.5139175057411194,0.001
0.15048593282699585,0.20672234892845154,0.6183835864067078,0.676709771156311,0.2300165891647339,0.5076212286949158,0.001
0.15025363862514496,0.20683994889259338,0.6195329427719116,0.6758348345756531,0.23195846378803253,0.4983059763908386,0.001
0.1503087431192398,0.206694558262825,0.6176363229751587,0.6839154958724976,0.23670686781406403,0.48660656809806824,0.001
0.15012142062187195,0.20657193660736084,0.6178480386734009,0.6732473969459534,0.23160874843597412,0.5032809972763062,0.001
0.14987535774707794,0.2061249017715454,0.6208665370941162,0.666822075843811,0.2265898436307907,0.5105663537979126,0.001
0.1490740031003952,0.20579536259174347,0.6197382807731628,0.6787235736846924,0.23614059388637543,0.4790849983692169,0.001
0.15069064497947693,0.20688001811504364,0.6165737509727478,0.6739643812179565,0.23224234580993652,0.49777454137802124,0.001
0.14953096210956573,0.2059192657470703,0.6206336617469788,0.6889731884002686,0.23649998009204865,0.4957446753978729,0.001
0.14981691539287567,0.20607934892177582,0.6197848320007324,0.6754036545753479,0.23013460636138916,0.5058571100234985,0.001
0.1487523764371872,0.20522558689117432,0.6228456497192383,0.6874047517776489,0.2353692352771759,0.4913084805011749,0.001
0.1494857519865036,0.20577497780323029,0.6201912760734558,0.6588274240493774,0.2202972173690796,0.5304811596870422,0.001
0.1489553153514862,0.20524130761623383,0.6245835423469543,0.6456022262573242,0.21483515202999115,0.5346811413764954,0.001
0.1487923562526703,0.20530346035957336,0.6225260496139526,0.6634561419487,0.2139223963022232,0.5482775568962097,0.001
0.1483740359544754,0.20502224564552307,0.6239696741104126,0.6511218547821045,0.21096965670585632,0.5552971959114075,0.001
0.14869599044322968,0.2043876051902771,0.6264631748199463,0.6537695527076721,0.21736778318881989,0.5313743352890015,0.001
0.1478883922100067,0.20417635142803192,0.6262430548667908,0.6494637727737427,0.21061931550502777,0.557076096534729,0.001
0.14822565019130707,0.20404745638370514,0.6270051002502441,0.6435394287109375,0.20821060240268707,0.5607815384864807,0.001
0.14788399636745453,0.20433741807937622,0.6253159046173096,0.6467265486717224,0.2165476530790329,0.5330572724342346,0.001
0.14775487780570984,0.20329250395298004,0.6282941699028015,0.6624454259872437,0.21683238446712494,0.5360466837882996,0.001
0.1473991870880127,0.2034067064523697,0.6289059519767761,0.6428354382514954,0.20958387851715088,0.5594676733016968,0.001
0.14726701378822327,0.20341159403324127,0.6286879181861877,0.6441950798034668,0.21421898901462555,0.5414424538612366,0.001
0.14762723445892334,0.203416645526886,0.6291451454162598,0.6490257978439331,0.2169397473335266,0.5352938175201416,0.001
0.147445946931839,0.20313474535942078,0.631782591342926,0.6505871415138245,0.2104947566986084,0.5559688806533813,0.001
0.14720870554447174,0.20282231271266937,0.6312280297279358,0.6442194581031799,0.21203657984733582,0.5439521074295044,0.001
0.14636363089084625,0.2028588354587555,0.6291980743408203,0.6361437439918518,0.2085353136062622,0.550528883934021,0.001
0.14671921730041504,0.20226946473121643,0.6324620842933655,0.623781681060791,0.2067946195602417,0.5586409568786621,0.001
0.14694102108478546,0.2027348428964615,0.6309930682182312,0.6242228746414185,0.2056705802679062,0.559954822063446,0.001
0.14647720754146576,0.2025536298751831,0.6304130554199219,0.6287410259246826,0.20494268834590912,0.5640662312507629,0.001
0.14638763666152954,0.20207281410694122,0.6314650774002075,0.6382398009300232,0.20267467200756073,0.579640805721283,0.001
0.14659427106380463,0.20225849747657776,0.6321254968643188,0.6397722363471985,0.20467714965343475,0.5677716732025146,0.001
0.1466207355260849,0.20245379209518433,0.6305760741233826,0.6106206774711609,0.2006504237651825,0.5786960124969482,0.001
0.14612360298633575,0.2019285261631012,0.6331055760383606,0.6408631205558777,0.2074202448129654,0.5612022876739502,0.001
0.14583304524421692,0.20176948606967926,0.6318672895431519,0.6157815456390381,0.19038273394107819,0.615196704864502,0.001
0.14569666981697083,0.20162761211395264,0.6338167786598206,0.6125239729881287,0.1919756829738617,0.6028993725776672,0.001
0.14544475078582764,0.20125983655452728,0.6322779059410095,0.6308183670043945,0.20724652707576752,0.5564265251159668,0.001
0.14576488733291626,0.20117174088954926,0.6350614428520203,0.6477523446083069,0.2079738825559616,0.5650184154510498,0.001
