loss,brier_score,accuracy,val_loss,val_brier_score,val_accuracy
0.17900630831718445,0.29311603307724,0.47782066464424133,0.758942186832428,0.2827698886394501,0.1565210372209549
0.1657779961824417,0.2914411723613739,0.438899964094162,0.8213627338409424,0.31336361169815063,0.15291155874729156
0.15808521211147308,0.30118808150291443,0.3612300157546997,0.8577678203582764,0.3304927945137024,0.1546904593706131
0.1540435403585434,0.3160296082496643,0.29108721017837524,0.8879891633987427,0.3420273959636688,0.1710253357887268
0.15126736462116241,0.3286769688129425,0.26186755299568176,0.873612642288208,0.3368256390094757,0.22118884325027466
0.1502242237329483,0.33491870760917664,0.2554114758968353,0.867210328578949,0.33265990018844604,0.2571875751018524
0.14918091893196106,0.3364681005477905,0.260309636592865,0.8636475205421448,0.3301851749420166,0.28411465883255005
0.14808765053749084,0.3356926143169403,0.2696339190006256,0.8669481873512268,0.3322489559650421,0.2903740108013153
0.14741772413253784,0.3341177999973297,0.27771568298339844,0.8662891387939453,0.33166390657424927,0.3020069897174835
0.1469418704509735,0.33222851157188416,0.29224929213523865,0.8553673624992371,0.325709730386734,0.3158838748931885
0.14596791565418243,0.330697625875473,0.30262139439582825,0.8506504893302917,0.32464590668678284,0.31713131070137024
0.14533692598342896,0.32905885577201843,0.3109000027179718,0.8597943782806396,0.3289927840232849,0.30774226784706116
0.14488935470581055,0.32776376605033875,0.31888437271118164,0.8776953816413879,0.33528345823287964,0.3052547574043274
0.1442321538925171,0.32553863525390625,0.3334328234195709,0.875347375869751,0.33357781171798706,0.31200867891311646
0.14339448511600494,0.3241700828075409,0.33970898389816284,0.8727771639823914,0.33086031675338745,0.33687636256217957
0.1429457813501358,0.322772353887558,0.34721288084983826,0.8737308979034424,0.33135145902633667,0.3342486321926117
0.14240272343158722,0.32182323932647705,0.3522465229034424,0.901782214641571,0.3441251814365387,0.33177587389945984
0.14168013632297516,0.3206231892108917,0.35854384303092957,0.9012371301651001,0.34385499358177185,0.3336138129234314
0.14118792116641998,0.3186386823654175,0.36552488803863525,0.87566739320755,0.33379077911376953,0.3593672811985016
0.14078430831432343,0.3176027238368988,0.36571750044822693,0.9353271126747131,0.35702797770500183,0.33183491230010986
0.14037497341632843,0.31839749217033386,0.36802899837493896,0.8884344696998596,0.3393835425376892,0.3538607954978943
0.13982367515563965,0.31654825806617737,0.3737124800682068,0.9071186184883118,0.34380465745925903,0.3616333305835724
0.1390901356935501,0.31584426760673523,0.3760155141353607,0.866832971572876,0.3288337290287018,0.38694390654563904
0.13878393173217773,0.31448855996131897,0.38020455837249756,0.892058789730072,0.3323305547237396,0.39673155546188354
0.13827182352542877,0.31444671750068665,0.3811105191707611,0.8865548968315125,0.3379594385623932,0.37604907155036926
0.13815154135227203,0.313078910112381,0.3852000832557678,0.9017297625541687,0.3423164188861847,0.3761819303035736
0.13744476437568665,0.3119133412837982,0.39165619015693665,0.8823949694633484,0.3335678279399872,0.39794209599494934
0.13706237077713013,0.31190720200538635,0.3925367593765259,0.9426883459091187,0.36036190390586853,0.35437750816345215
0.13672448694705963,0.31018710136413574,0.39701369404792786,0.9480546116828918,0.361253023147583,0.3627626895904541
0.13595524430274963,0.30973580479621887,0.4022611081600189,0.8947926163673401,0.33901211619377136,0.4000457525253296
0.13570484519004822,0.307768315076828,0.4074873626232147,0.9009024500846863,0.3431447446346283,0.39507076144218445
0.1365075409412384,0.3073092997074127,0.40371742844581604,0.9823497533798218,0.37600451707839966,0.3581567406654358
0.1350879818201065,0.3082732558250427,0.40857115387916565,0.9042101502418518,0.3426283299922943,0.4146534204483032
0.13434089720249176,0.30504468083381653,0.41934964060783386,0.9269894361495972,0.35351529717445374,0.3926570415496826
0.1343507021665573,0.3037225306034088,0.4237270951271057,0.9742450714111328,0.372578889131546,0.36736124753952026
0.13335295021533966,0.30431655049324036,0.4267265200614929,0.8498825430870056,0.32022523880004883,0.45768654346466064
0.13280218839645386,0.3009541630744934,0.43380919098854065,0.8942186832427979,0.3390352725982666,0.42388007044792175
0.13306832313537598,0.3016452491283417,0.42945078015327454,0.8974642157554626,0.3394923806190491,0.42748215794563293
0.13214829564094543,0.29971209168434143,0.4394207000732422,0.9274027347564697,0.35247787833213806,0.4060320258140564
0.1312224417924881,0.29893866181373596,0.4436880648136139,0.8838181495666504,0.33380863070487976,0.4376979172229767
0.1314365267753601,0.2974424660205841,0.44318002462387085,0.9061254262924194,0.34219831228256226,0.4302649199962616
0.13211698830127716,0.2983231246471405,0.43840888142585754,0.9799955487251282,0.36925095319747925,0.3960893750190735
0.1300673931837082,0.2974841594696045,0.44950276613235474,0.823628842830658,0.3079807162284851,0.4762284457683563
0.12868869304656982,0.2926202714443207,0.46157461404800415,0.9072558879852295,0.3423033058643341,0.4291355609893799
0.12759117782115936,0.29115304350852966,0.46674370765686035,0.8680490851402283,0.32499170303344727,0.46024787425994873
0.12740348279476166,0.2896767854690552,0.46949338912963867,0.8349974155426025,0.3137011229991913,0.4687511622905731
0.12609416246414185,0.2878369987010956,0.4778270423412323,0.8382229804992676,0.31451520323753357,0.469083309173584
0.12513643503189087,0.2840716540813446,0.4882456660270691,0.8082153797149658,0.30231696367263794,0.49370741844177246
0.12428645044565201,0.2837647497653961,0.49143773317337036,0.8286951780319214,0.3091638684272766,0.48701992630958557
0.1227291002869606,0.28049489855766296,0.5001672506332397,0.797748863697052,0.29230451583862305,0.526325523853302
0.12157339602708817,0.27815383672714233,0.5079103112220764,0.7673302888870239,0.2816165089607239,0.5394716262817383
0.1202879548072815,0.27535444498062134,0.5148151516914368,0.7985628843307495,0.29284927248954773,0.5233434438705444
0.12004122883081436,0.27552923560142517,0.5129629969596863,0.7111003994941711,0.25877025723457336,0.5743041038513184
0.11948656290769577,0.272754967212677,0.5215252637863159,0.7624797224998474,0.2795502543449402,0.5425496697425842
0.11761829257011414,0.2703493535518646,0.5323651432991028,0.722841203212738,0.2603890299797058,0.583641529083252
0.11673425883054733,0.2676830589771271,0.5385460257530212,0.8212639093399048,0.29882463812828064,0.5207673907279968
0.11658450216054916,0.26623600721359253,0.5418016314506531,0.7544749975204468,0.2730206847190857,0.5638005137443542
